restaurant_id,date,drinks_payment,food_payment,other_payment,service_charges,delivery_charges,tax_charges,creditcard_tip,sales_id
13,2024-05-18,738.8100000000001,1567.22,307.55,71.41,118.52,224.28,8.78,4519
13,2024-05-19,843.97,1653.44,286.63,96.55,85.32,237.26,8.68,4520
13,2024-05-20,889.97,1590.84,297.57,98.5,80.87,236.63,0.64,4521
13,2024-05-21,832.38,1538.66,318.75,75.62,117.75,230.66,1.97,4522
13,2024-05-22,847.68,1388.11,336.49,85.49,86.26,219.49,3.55,4523
13,2024-05-23,757.8,1623.64,259.58,94.4,75.28999999999999,224.87,7.8,4524
13,2024-05-24,838.22,1513.08,314.12,82.28,101.97,227.97,4.03,4525
13,2024-05-25,817.42,1960.98,283.98,100.21,105.85,261.49,4.78,4526
13,2024-05-26,916.84,1634.1,244.77,63.22,153.13,240.96,8.56,4527
13,2024-05-27,875.6899999999999,1487.39,307.07,80.72,105.57,228.53,0.82,4528
13,2024-05-28,873.4300000000001,1710.64,278.16,82.33,121.55,245.26,7.0,4529
13,2024-05-29,862.22,1529.42,318.41,82.02,106.97,231.92,7.9,4530
13,2024-05-30,743.72,1523.04,328.94,87.17,85.25,221.46,7.01,4531
13,2024-05-31,674.02,1672.98,307.58,84.77,95.91,226.82,8.74,4532
13,2024-06-01,952.14,1750.34,340.55,116.84,70.63,258.47,8.53,4533
13,2024-06-02,785.62,1754.51,272.5,56.67,167.91,243.0,9.31,4534
13,2024-06-03,833.48,1294.78,297.41,80.85,80.87,206.99,9.29,4535
13,2024-06-04,756.29,1747.87,258.81,94.58,87.17,235.59,3.27,4536
13,2024-06-05,683.25,1410.74,323.17,57.73,126.26,208.08,8.22,4537
13,2024-06-06,800.39,1411.92,341.47,73.84,107.7,218.83,2.47,4538
13,2024-06-07,719.8,1573.83,320.59,67.50999999999999,126.39,224.62,5.67,4539
13,2024-06-08,781.08,1450.87,288.85,70.24,111.6,216.21,8.76,4540
13,2024-06-09,878.28,1718.69,319.4,81.86,127.95,250.1,6.3,4541
13,2024-06-10,888.01,1516.45,324.07,107.44,57.96,231.51,1.71,4542
13,2024-06-11,762.79,1612.29,289.77,79.65,107.2,228.13,5.92,4543
13,2024-06-12,897.61,1617.79,291.38,90.23,100.21,239.76,8.22,4544
13,2024-06-13,803.35,1856.57,374.25,102.66,98.14,258.79,4.33,4545
13,2024-06-14,917.13,1710.37,319.91,108.89,76.97,250.68,2.51,4546
13,2024-06-15,902.8,1609.91,242.13,96.0,83.49,234.76,1.65,4547
13,2024-06-16,727.47,1557.42,306.95,91.15,76.91,220.78,2.55,4548
13,2024-06-17,814.98,1456.18,300.62,92.9,71.35000000000001,218.86,0.82,4549
13,2024-06-18,846.0,1658.88,275.6,95.25,87.54,237.1,9.65,4550
13,2024-06-19,683.31,1763.74,338.78,102.84,72.86,236.93,5.62,4551
13,2024-06-20,797.48,1595.29,309.47,115.37,39.48999999999999,228.57,5.43,4552
13,2024-06-21,1029.72,1607.93,270.89,65.17,160.52,250.76,1.01,4553
13,2024-06-22,981.71,1613.32,289.76,95.39,97.74,246.23,3.61,4554
13,2024-06-23,779.79,1926.54,312.06,58.23,185.36,260.95,2.23,4555
13,2024-06-24,709.63,1662.14,336.8,93.34,84.13,230.9,5.9,4556
13,2024-06-25,630.52,1544.75,296.67,74.12,98.98,211.61,9.37,4557
13,2024-06-26,859.06,1631.64,283.57,90.92999999999999,95.58,236.86,3.69,4558
13,2024-06-27,756.61,1411.47,296.15,74.78,96.86,210.88,3.49,4559
13,2024-06-28,782.35,1629.34,283.8,89.61,90.33,230.02,0.75,4560
13,2024-06-29,719.37,1665.2,277.24,93.02,80.12,226.81,3.72,4561
13,2024-06-30,663.31,1519.7,254.04,59.08,125.49,209.74,6.55,4562
13,2024-07-01,851.27,1967.77,207.33,106.15,90.28,257.85,1.57,4563
13,2024-07-02,877.47,1836.87,285.55,92.22,115.59,256.63,6.59,4564
13,2024-07-03,853.8100000000001,1597.89,218.87,84.78999999999999,97.5,228.25,6.1,4565
13,2024-07-04,858.59,1651.55,261.12,77.75,121.6,237.62,2.32,4566
13,2024-07-05,825.73,1717.28,311.83,68.25,149.02,245.77,9.38,4567
13,2024-07-06,975.58,1707.88,275.02,85.32,125.19,253.49,8.37,4568
13,2024-07-07,811.17,1670.55,334.17,65.42999999999999,150.75,242.58,7.68,4569
13,2024-07-08,806.37,1648.65,276.45,69.84,133.49,234.78,3.23,4570
13,2024-07-09,706.61,1718.01,304.81,113.38,46.2,231.11,0.13,4571
13,2024-07-10,772.09,1789.07,310.08,92.2,102.74,245.29,4.9,4572
13,2024-07-11,834.31,1858.97,299.07,75.41,148.42,257.26,2.2,4573
13,2024-07-12,814.0699999999999,1878.6,313.99,91.66,117.3,257.25,0.02,4574
13,2024-07-13,791.17,1738.83,292.08,74.91,132.39,242.38,1.9,4575
13,2024-07-14,822.22,1412.29,265.01,80.57,88.78,213.52,8.72,4576
13,2024-07-15,880.21,1556.9,287.27,60.66,151.11,234.9,2.24,4577
13,2024-07-16,931.11,1725.82,293.37,88.61,117.8,252.51,4.58,4578
13,2024-07-17,720.87,1741.42,275.56,65.39,143.03,235.68,2.81,4579
13,2024-07-18,847.96,1632.77,286.8,58.31,160.13,238.89,6.66,4580
13,2024-07-19,813.17,1449.49,249.47,66.76,117.7,215.72,6.14,4581
13,2024-07-20,814.49,1456.62,277.16,61.48,131.86,219.35,6.94,4582
13,2024-07-21,814.89,1744.6,329.07,99.52,89.83,246.21,5.81,4583
13,2024-07-22,727.39,1761.37,283.18,81.5,114.2,237.43,0.49,4584
13,2024-07-23,878.73,1691.62,280.55,76.76,131.57,244.71,7.04,4585
13,2024-07-24,779.84,1760.76,322.35,99.25,87.78,244.01,1.31,4586
13,2024-07-25,851.32,1834.39,261.85,87.66,119.45,252.42,2.89,4587
13,2024-07-26,855.73,1692.29,263.75,77.44,126.29,241.21,7.75,4588
13,2024-07-27,847.83,1703.33,315.92,74.55,137.58,246.34,1.55,4589
13,2024-07-28,853.75,1705.61,272.41,78.69,125.76,242.89,6.43,4590
13,2024-07-29,934.26,1643.29,303.3,101.38,85.31,245.39,4.37,4591
13,2024-07-30,704.98,1917.26,232.52,79.87,125.74,244.82,6.01,4592
13,2024-07-31,812.4,1568.79,273.74,68.39,128.73,228.18,0.51,4593
13,2024-08-01,735.89,1570.26,233.74,92.35,69.27,216.13,2.22,4594
13,2024-08-02,737.08,1535.79,349.57,73.04,116.18,224.93,4.76,4595
13,2024-08-03,801.54,1705.1,285.3,68.47,142.26,240.19,9.85,4596
13,2024-08-04,850.11,1521.95,335.66,98.21,74.33,230.42,8.3,4597
13,2024-08-05,799.97,2076.66,347.45,106.15,110.13,275.21,6.19,4598
13,2024-08-06,813.19,1717.86,312.36,53.83,176.69,245.93,6.05,4599
13,2024-08-07,815.49,1673.28,310.7,103.31,73.36,238.06,3.95,4600
13,2024-08-08,841.95,1350.05,226.85,69.59,102.7,207.27,9.41,4601
13,2024-08-09,759.2,1845.74,329.76,85.21000000000001,123.06,251.43,5.49,4602
13,2024-08-10,791.0,1800.5,320.05,108.15,74.83,247.57,9.86,4603
13,2024-08-11,752.5,1747.54,243.97,50.6,173.2,237.42,9.5,4604
13,2024-08-12,694.52,1770.86,363.53,87.0,108.87,241.98,6.98,4605
13,2024-08-13,698.55,1494.68,334.46,42.51,167.76,219.03,9.39,4606
13,2024-08-14,858.27,1841.67,283.63,104.95,88.45,254.16,1.73,4607
13,2024-08-15,889.7099999999999,1727.37,334.3,91.72,111.64,252.38,9.17,4608
13,2024-08-16,762.88,1670.37,260.94,70.02,129.38,231.46,1.34,4609
13,2024-08-17,866.49,1613.66,300.07,76.59,124.83,238.49,8.0,4610
13,2024-08-18,801.98,1721.87,341.0,107.7,71.1,243.52,4.63,4611
13,2024-08-19,741.84,1606.45,309.66,92.09,81.63,226.52,2.19,4612
13,2024-08-20,947.8199999999999,1558.76,295.16,113.01,54.1,237.48,9.54,4613
13,2024-08-21,769.45,1670.45,285.3,78.73,115.07,233.52,4.5,4614
13,2024-08-22,794.37,1919.22,347.93,84.13,137.91,262.71,1.31,4615
13,2024-08-23,811.5,1798.05,287.37,69.63,150.45,249.38,8.28,4616
13,2024-08-24,976.15,1561.3,341.05,80.83,126.2,246.83,9.63,4617
13,2024-08-25,866.33,1519.53,243.06,76.78,109.31,225.2,9.72,4618
13,2024-08-26,976.47,1637.98,273.97,92.69,103.5,246.81,1.86,4619
13,2024-08-27,825.38,1583.73,326.61,80.92,111.72,234.26,1.89,4620
13,2024-08-28,810.71,1581.78,291.35,82.36,103.68,229.59,7.14,4621
13,2024-08-29,929.68,1638.14,355.17,95.01,102.31,249.6,5.54,4622
13,2024-08-30,814.7,1558.75,325.71,90.7,88.48,230.27,8.9,4623
13,2024-08-31,897.48,1775.49,312.55,107.35,83.89,254.15,0.73,4624
13,2024-09-01,805.03,1573.63,294.9,58.8,149.75,230.55,7.94,4625
13,2024-09-02,748.62,1427.89,304.26,65.26,117.55,213.11,8.8,4626
13,2024-09-03,827.62,1798.35,288.88,74.41,142.68,250.56,2.75,4627
13,2024-09-04,819.1800000000001,1706.38,311.33,92.2,99.28,242.29,8.1,4628
13,2024-09-05,860.82,1773.58,297.15,86.26,120.62,251.06,7.65,4629
13,2024-09-06,847.64,1555.63,334.17,75.16,123.43,234.89,6.67,4630
13,2024-09-07,780.76,1698.92,305.3,56.54,165.43,240.55,4.89,4631
13,2024-09-08,910.68,2023.12,310.12,88.59,147.18,278.39,7.69,4632
13,2024-09-09,872.8199999999999,1508.71,279.46,79.5,107.15,227.81,0.11,4633
13,2024-09-10,745.46,1654.94,270.56,87.78,91.52,228.02,2.02,4634
13,2024-09-11,923.47,1639.64,312.61,91.58,104.44,245.75,3.94,4635
13,2024-09-12,750.86,1628.45,286.11,100.05,66.45,226.55,5.53,4636
13,2024-09-13,745.94,1953.69,299.77,99.2,101.54,256.0,5.68,4637
13,2024-09-14,885.91,1853.52,281.91,96.27,109.68,258.17,8.49,4638
13,2024-09-15,742.99,1513.89,310.05,66.77,123.14,220.57,1.34,4639
13,2024-09-16,725.77,1703.38,280.9,69.24,132.55,232.93,3.47,4640
13,2024-09-17,824.3299999999999,1654.45,333.88,82.81,115.64,240.9,2.82,4641
13,2024-09-18,648.08,1562.78,274.94,72.4,103.81,212.96,8.44,4642
13,2024-09-19,825.11,1764.44,276.96,119.16,48.33,242.7,2.12,4643
13,2024-09-20,712.47,1762.95,290.71,87.42,101.79,236.42,6.24,4644
13,2024-09-21,722.02,1456.82,306.01,82.45,83.58,212.08,8.49,4645
13,2024-09-22,736.6700000000001,1751.55,323.6,105.92,69.35,238.97,7.18,4646
13,2024-09-23,887.98,1856.95,250.38,104.87,89.75,255.2,5.81,4647
13,2024-09-24,751.29,1802.62,270.79,85.06,112.36,241.74,2.95,4648
13,2024-09-25,798.18,1846.03,272.51,95.48,100.69,249.04,1.04,4649
13,2024-09-26,811.78,1549.95,352.0,81.73,107.96,232.25,0.7,4650
13,2024-09-27,886.91,1713.53,276.53,84.8,118.09,246.36,8.7,4651
13,2024-09-28,821.83,1750.73,219.1,59.71,159.78,240.92,7.98,4652
13,2024-09-29,809.0600000000001,1432.4,289.89,89.57000000000001,74.05,215.6,0.23,4653
13,2024-09-30,968.49,1517.71,332.09,97.02,87.81,240.26,8.19,4654
13,2024-10-01,774.92,1411.1,303.43,90.24,68.47,211.87,1.28,4655
13,2024-10-02,875.28,1414.19,323.31,77.77,105.73,223.71,5.07,4656
13,2024-10-03,806.7,1645.65,304.37,79.65,116.42,236.2,2.9,4657
13,2024-10-04,804.09,1602.25,314.04,95.94,80.16,231.71,5.51,4658
13,2024-10-05,757.08,1557.71,258.22,88.8,79.69,219.35,2.95,4659
13,2024-10-06,768.3,1881.16,266.28,83.35,124.86,249.93,7.36,4660
13,2024-10-07,705.63,1414.94,271.63,67.61,103.97,205.13,9.34,4661
13,2024-10-08,908.31,1754.25,297.22,98.54,98.88,252.57,7.66,4662
13,2024-10-09,783.8,1716.48,292.22,89.39,100.45,238.61,5.32,4663
13,2024-10-10,807.83,1617.0,280.9,63.65,143.28,233.0,2.64,4664
13,2024-10-11,969.38,1794.2,318.94,95.87,116.46,263.59,2.63,4665
13,2024-10-12,832.7,1684.75,225.2,73.53,127.27,235.47,4.44,4666
13,2024-10-13,710.24,1711.45,324.27,84.17999999999999,106.26,234.93,7.72,4667
13,2024-10-14,855.86,1526.94,272.03,69.31,126.88,228.07,2.53,4668
13,2024-10-15,827.3,1893.74,359.63,90.95,126.23,263.85,2.71,4669
13,2024-10-16,960.4399999999999,1786.24,289.99,115.09,73.45,258.03,6.16,4670
13,2024-10-17,765.88,1755.62,291.84,96.23,88.86,239.87,9.13,4671
13,2024-10-18,754.38,1709.08,297.42,84.65,106.82,236.21,9.23,4672
13,2024-10-19,737.2,1728.81,263.15,88.8,95.36,233.04,9.84,4673
13,2024-10-20,780.87,1543.21,291.69,76.09,109.44,224.12,4.73,4674
13,2024-10-21,711.86,1560.58,316.28,73.11,112.65,221.93,6.25,4675
13,2024-10-22,766.76,1778.96,281.73,75.87,131.01,242.75,9.28,4676
13,2024-10-23,798.56,1674.15,318.68,85.07,109.03,238.83,5.56,4677
13,2024-10-24,915.04,1573.68,327.47,81.14,119.35,241.32,4.7,4678
13,2024-10-25,800.75,1752.41,271.73,80.18,122.18,242.17,9.88,4679
13,2024-10-26,857.78,1545.45,253.02,71.28,123.07,228.07,0.03,4680
13,2024-10-27,823.02,1706.85,294.42,97.66,87.14,240.72,4.75,4681
13,2024-10-28,755.29,1457.21,274.13,72.25,104.15,213.03,0.46,4682
13,2024-10-29,875.24,1446.47,296.93,77.02,107.86,224.3,8.31,4683
13,2024-10-30,898.4000000000001,1708.06,320.98,86.74,119.25,250.67,8.78,4684
13,2024-10-31,765.3,1833.8,304.03,67.63,155.06,250.07,8.6,4685
13,2024-11-01,897.17,1649.96,295.25,72.25,139.75,244.36,6.39,4686
13,2024-11-02,797.85,1661.5,286.28,77.47,119.6,235.41,8.41,4687
13,2024-11-03,771.34,1717.02,322.72,83.41,114.29,240.7,2.94,4688
13,2024-11-04,765.46,1546.21,310.98,63.41,135.45,225.72,7.55,4689
13,2024-11-05,779.59,1758.57,314.92,88.52,108.23,243.98,7.59,4690
13,2024-11-06,922.72,1751.01,289.23,88.0,120.35,253.7,6.62,4691
13,2024-11-07,701.66,1795.33,320.26,71.88,138.01,242.15,6.33,4692
13,2024-11-08,882.51,1611.85,278.12,103.29,70.67999999999999,235.74,2.65,4693
13,2024-11-09,868.35,1920.67,335.64,91.13,130.17,267.68,8.66,4694
13,2024-11-10,825.05,1753.47,321.89,74.87,140.3,249.25,3.72,4695
13,2024-11-11,716.26,1289.46,305.57,53.87,123.34,199.07,5.64,4696
13,2024-11-12,680.75,1607.51,322.35,71.82,117.44,223.99,1.75,4697
13,2024-11-13,836.85,1638.76,258.25,77.50999999999999,118.4,234.4,2.44,4698
13,2024-11-14,717.43,1617.54,285.29,106.29,49.48,222.08,0.1,4699
13,2024-11-15,784.15,1494.49,337.49,67.43,126.8,224.87,1.51,4700
13,2024-11-16,755.6800000000001,1586.95,404.83,80.64,113.49,235.3,1.25,4701
13,2024-11-17,940.15,1503.05,305.79,119.57,35.79,232.37,1.02,4702
13,2024-11-18,852.02,1468.93,235.63,93.45,68.71,217.49,9.34,4703
13,2024-11-19,844.61,1555.86,319.06,103.23,65.45,231.08,4.99,4704
13,2024-11-20,834.48,1636.03,245.23,72.25,127.1,233.16,1.4,4705
13,2024-11-21,815.85,1588.44,311.7,72.48,126.62,233.19,1.31,4706
13,2024-11-22,777.97,1659.16,206.54,75.45,113.5,226.62,8.05,4707
13,2024-11-23,821.34,1647.07,277.11,68.8,136.93,236.11,3.92,4708
13,2024-11-24,930.4399999999999,1683.89,317.73,58.53,176.13,253.35,6.24,4709
13,2024-11-25,773.76,1585.34,319.97,87.72,92.48,228.74,7.36,4710
13,2024-11-26,884.65,1679.88,340.46,96.7,97.09,247.89,5.92,4711
13,2024-11-27,809.21,1505.22,312.4,75.52,111.64,225.15,3.98,4712
13,2024-11-28,761.93,1699.73,309.21,106.79,63.53,235.32,5.55,4713
13,2024-11-29,755.12,1532.0,282.99,75.1,106.78,220.17,0.5,4714
13,2024-11-30,805.43,1647.38,347.97,71.96,136.17,240.68,6.39,4715
13,2024-12-01,942.12,1767.81,301.96,74.61,151.96,259.06,7.9,4716
13,2024-12-02,847.94,1817.8,236.16,80.36,129.47,248.94,4.92,4717
13,2024-12-03,762.13,1577.32,243.42,60.29,137.69,222.47,8.92,4718
13,2024-12-04,855.99,1286.28,319.56,67.48,111.23,211.22,3.04,4719
13,2024-12-05,899.23,1718.64,258.84,88.18,111.33,246.11,8.46,4720
13,2024-12-06,666.14,1691.11,279.15,89.66,84.33,224.87,5.78,4721
13,2024-12-07,838.71,1545.49,280.21,50.41,165.64,230.41,0.48,4722
13,2024-12-08,708.34,1590.26,306.37,83.78,92.94,222.52,5.0,4723
13,2024-12-09,823.26,1743.72,276.41,93.67,97.03,242.73,9.11,4724
13,2024-12-10,909.51,1670.92,309.31,87.28999999999999,114.44,247.33,0.31,4725
13,2024-12-11,797.24,1493.88,364.39,76.55,112.47,227.58,7.64,4726
13,2024-12-12,859.98,1532.98,336.08,92.17,88.59,232.79,1.94,4727
13,2024-12-13,919.49,1638.12,291.18,84.57,115.74,243.92,1.19,4728
13,2024-12-14,866.29,1586.8,235.41,90.57,87.71000000000001,229.34,0.33,4729
13,2024-12-15,829.21,2022.15,304.85,98.42,118.8,269.87,0.22,4730
13,2024-12-16,763.57,1406.49,336.4,71.53999999999999,107.59,214.85,0.27,4731
13,2024-12-17,900.51,1780.57,331.43,75.21,150.77,259.06,7.87,4732
13,2024-12-18,883.77,1725.48,305.78,110.63,70.21000000000001,247.68,9.11,4733
13,2024-12-19,906.86,1708.46,289.94,79.37,131.78,249.33,7.91,4734
13,2024-12-20,904.79,1693.37,313.75,93.83,103.53,248.72,0.14,4735
13,2024-12-21,836.32,1472.91,290.57,54.21,151.55,224.44,5.66,4736
13,2024-12-22,853.49,1539.54,318.03,73.26,124.61,232.71,5.86,4737
13,2024-12-23,895.9,1530.96,286.57,95.33,80.67,231.16,7.63,4738
13,2024-12-24,811.26,1617.03,264.28,88.17,92.9,229.87,3.38,4739
13,2024-12-25,874.27,1624.16,295.76,69.87,139.69,240.33,4.67,4740
13,2024-12-26,896.62,1754.87,303.8,121.29,52.94,250.38,7.52,4741
13,2024-12-27,873.6,1809.98,337.11,99.65,102.79,257.86,8.67,4742
13,2024-12-28,792.54,1684.82,253.62,88.21000000000001,96.7,233.29,9.67,4743
13,2024-12-29,938.52,1712.23,347.59,50.34,199.17,259.85,0.49,4744
13,2024-12-30,821.8,1645.06,353.37,94.26,93.5,240.66,3.86,4745
14,2024-01-01,778.29,1702.86,339.07,96.42,89.21000000000001,240.47,5.3,4746
14,2024-01-02,692.99,1591.57,253.0,78.23,97.35,217.05,0.29,4747
14,2024-01-03,801.99,1838.8,285.59,83.75,125.16,250.81,8.26,4748
14,2024-01-04,835.01,1419.88,333.15,82.04,94.69,221.19,6.96,4749
14,2024-01-05,836.26,1609.93,280.95,93.52,85.68,232.49,7.57,4750
14,2024-01-06,938.79,1572.09,352.05,86.41,113.47,245.02,8.47,4751
14,2024-01-07,883.4,1339.77,343.34,51.67,153.25,221.7,8.27,4752
14,2024-01-08,822.23,1618.34,246.79,72.07,124.64,230.76,0.19,4753
14,2024-01-09,778.77,1500.8,308.41,66.53999999999999,125.71,222.41,2.82,4754
14,2024-01-10,854.38,1650.99,245.41,86.05,102.99,235.19,9.63,4755
14,2024-01-11,699.83,1807.77,300.3,69.21,142.36,241.58,7.45,4756
14,2024-01-12,825.86,1330.14,292.84,75.5,93.94,209.46,9.16,4757
14,2024-01-13,687.96,1440.72,311.29,86.19,71.59,207.81,9.14,4758
14,2024-01-14,894.16,1776.23,271.81,92.44,109.38,251.53,1.73,4759
14,2024-01-15,736.76,1792.01,265.85,87.52,104.41,238.94,1.51,4760
14,2024-01-16,824.79,1778.66,322.34,88.33,115.9,250.42,0.59,4761
14,2024-01-17,858.49,1796.55,280.13,96.55,100.43,250.57,9.55,4762
14,2024-01-18,820.45,1529.83,328.58,94.18,79.53999999999999,228.23,1.04,4763
14,2024-01-19,742.08,1490.12,291.42,76.08,100.19,215.97,8.47,4764
14,2024-01-20,837.95,1653.27,358.42,78.11,128.74,244.52,3.78,4765
14,2024-01-21,961.15,1586.74,322.45,94.2,98.66,245.03,1.18,4766
14,2024-01-22,867.01,1752.0,349.38,53.41,190.02,256.93,2.76,4767
14,2024-01-23,690.01,1493.77,277.3,71.7,102.72,210.85,9.43,4768
14,2024-01-24,785.9300000000001,1428.63,353.57,94.96000000000001,66.88,218.4,6.13,4769
14,2024-01-25,950.46,1531.67,269.26,90.92,93.28,234.84,3.22,4770
14,2024-01-26,865.21,1677.66,353.23,101.3,86.99000000000001,246.77,0.68,4771
14,2024-01-27,919.1899999999999,1627.18,324.4,80.1,126.91,246.22,1.17,4772
14,2024-01-28,881.18,1358.74,323.59,77.15,102.06,219.44,6.59,4773
14,2024-01-29,853.12,1767.91,320.15,116.75,60.66,249.47,9.55,4774
14,2024-01-30,733.64,1362.16,341.52,71.52,100.73,208.79,2.64,4775
14,2024-01-31,728.85,1526.98,319.72,90.54,76.5,219.42,0.38,4776
14,2024-02-01,790.74,1718.75,300.64,87.91,105.22,240.25,2.68,4777
14,2024-02-02,828.21,1478.0,306.93,80.03,101.28,223.56,3.4,4778
14,2024-02-03,874.33,1690.51,320.22,86.08,116.37,247.0,8.12,4779
14,2024-02-04,906.91,1600.02,347.67,81.8,121.87,244.66,7.75,4780
14,2024-02-05,851.83,1956.18,272.18,97.83,112.35,263.24,0.08,4781
14,2024-02-06,887.09,1765.93,336.85,96.72,105.57,255.37,8.87,4782
14,2024-02-07,785.83,1760.74,295.3,73.97,136.27,244.19,3.98,4783
14,2024-02-08,859.88,1727.01,292.24,97.92999999999999,92.11,245.55,7.86,4784
14,2024-02-09,819.52,1424.05,277.23,61.21,129.7,216.94,2.24,4785
14,2024-02-10,856.68,1616.16,366.6,95.09,93.78,242.27,6.37,4786
14,2024-02-11,795.99,1881.47,233.62,96.81,97.49,248.41,5.28,4787
14,2024-02-12,875.95,2002.07,314.29,77.41,164.43,274.69,7.58,4788
14,2024-02-13,809.99,1684.84,281.11,88.67999999999999,100.24,237.2,6.03,4789
14,2024-02-14,965.74,1588.81,371.44,84.24000000000001,124.17,250.75,2.88,4790
14,2024-02-15,775.6,1635.66,260.72,79.83,107.53,228.74,1.92,4791
14,2024-02-16,813.94,1490.92,289.66,79.55,100.41,221.94,6.27,4792
14,2024-02-17,787.95,1624.39,297.42,75.77,119.44,232.42,1.2,4793
14,2024-02-18,837.87,1604.33,338.92,84.69,108.76,237.95,7.43,4794
14,2024-02-19,762.9300000000001,1567.45,298.15,64.19,134.46,226.2,7.69,4795
14,2024-02-20,817.0,1538.97,262.92,90.42999999999999,81.05,223.22,0.65,4796
14,2024-02-21,796.04,1490.87,249.7,103.38,46.91,214.98,3.2,4797
14,2024-02-22,808.5,1776.17,272.61,77.07,131.58,245.28,9.68,4798
14,2024-02-23,846.14,1784.55,255.41,96.98,94.69,246.23,4.07,4799
14,2024-02-24,1016.53,1787.54,288.06,98.28,112.68,264.26,1.23,4800
14,2024-02-25,691.55,1559.66,322.89,64.48,128.52,221.37,4.82,4801
14,2024-02-26,896.83,1642.77,294.08,95.96000000000001,91.41,241.71,3.39,4802
14,2024-02-27,752.58,1563.56,277.25,65.55,128.21,222.97,1.6,4803
14,2024-02-28,858.78,1579.02,347.6,87.07,104.38,238.17,8.96,4804
14,2024-02-29,897.1800000000001,1682.11,279.48,98.86,88.12,243.64,1.77,4805
14,2024-03-01,887.42,1574.41,275.43,80.76,112.18,234.4,9.62,4806
14,2024-03-02,879.47,1735.09,299.36,84.03,123.34,249.72,7.37,4807
14,2024-03-03,908.01,1519.39,356.85,57.34,163.76,240.41,2.16,4808
14,2024-03-04,902.27,1408.16,287.3,84.86,90.06,221.8,3.49,4809
14,2024-03-05,811.52,1363.41,316.24,53.85,141.45,214.89,7.17,4810
14,2024-03-06,850.71,1562.81,266.54,69.12,129.81,230.34,4.32,4811
14,2024-03-07,765.84,1579.47,246.61,89.67,79.88,220.94,5.71,4812
14,2024-03-08,947.67,1801.07,339.65,73.72,161.37,265.86,0.59,4813
14,2024-03-09,864.31,1700.42,288.1,97.67,90.0,243.21,0.84,4814
14,2024-03-10,948.86,1588.28,298.37,93.81,95.95,242.0,9.25,4815
14,2024-03-11,787.02,1639.49,315.04,83.83,106.5,234.53,9.06,4816
14,2024-03-12,864.28,1652.15,225.73,102.25,69.77,233.14,9.54,4817
14,2024-03-13,855.35,1735.72,273.58,96.73,93.02,244.33,9.37,4818
14,2024-03-14,732.0600000000001,1563.27,329.45,66.68,129.11,225.64,9.99,4819
14,2024-03-15,893.32,1575.88,281.7,102.72,69.66,233.87,2.02,4820
14,2024-03-16,816.99,1796.73,311.24,111.23,70.03999999999999,248.51,9.73,4821
14,2024-03-17,765.79,1684.91,320.26,45.96,185.23,240.15,3.13,4822
14,2024-03-18,979.38,1645.91,284.97,81.9,127.24,249.55,4.81,4823
14,2024-03-19,938.32,1691.15,313.77,85.97,122.42,252.13,2.46,4824
14,2024-03-20,830.71,1645.39,321.89,98.57,82.7,238.35,6.75,4825
14,2024-03-21,758.06,1802.53,312.35,76.63,134.04,246.7,5.93,4826
14,2024-03-22,865.06,1587.01,260.77,62.58,146.13,233.72,5.41,4827
14,2024-03-23,883.9,2090.25,266.11,129.69,64.61,274.76,8.31,4828
14,2024-03-24,688.03,1449.62,314.98,68.46,108.31,210.36,7.22,4829
14,2024-03-25,924.85,1568.86,304.72,69.07,141.7,240.73,3.06,4830
14,2024-03-26,924.1,1913.96,352.38,118.99,81.08,271.22,0.98,4831
14,2024-03-27,963.8,1817.96,326.69,63.52,183.8,268.45,1.6,4832
14,2024-03-28,794.1,1759.2,266.23,101.54,78.89,239.99,5.83,4833
14,2024-03-29,720.98,1732.82,295.09,60.47,153.93,237.08,8.85,4834
14,2024-03-30,816.93,1756.42,292.48,72.72,141.09,246.38,9.67,4835
14,2024-03-31,871.08,1481.53,300.0,86.74,91.81,226.49,3.11,4836
14,2024-04-01,786.37,1669.31,297.48,104.12,67.06,233.97,1.1,4837
14,2024-04-02,829.15,1557.5,332.62,61.69,148.61,234.39,9.88,4838
14,2024-04-03,790.72,1928.04,332.64,100.98,103.19,260.44,3.4,4839
14,2024-04-04,834.85,1805.08,260.88,102.9,84.27,247.05,9.45,4840
14,2024-04-05,824.24,1796.96,345.85,80.05,136.62,254.72,7.86,4841
14,2024-04-06,1047.98,1595.41,298.2,78.58,137.01,252.57,2.08,4842
14,2024-04-07,738.87,1571.26,232.66,87.13,80.08,216.82,9.9,4843
14,2024-04-08,871.8199999999999,1543.05,317.8,68.96000000000001,135.36,234.97,5.72,4844
14,2024-04-09,696.43,1752.1,326.59,71.38,134.78,238.52,2.18,4845
14,2024-04-10,801.75,1821.54,330.46,88.77,117.78,252.84,0.98,4846
14,2024-04-11,764.35,1652.09,278.53,72.69,124.22,231.33,5.85,4847
14,2024-04-12,825.56,1635.51,332.67,77.84,123.72,239.62,2.99,4848
14,2024-04-13,801.17,1617.79,293.2,106.5,58.24,230.15,1.69,4849
14,2024-04-14,783.29,1966.97,246.08,71.88,155.9,257.96,2.19,4850
14,2024-04-15,760.41,1615.86,263.38,89.73,84.5,225.12,2.65,4851
14,2024-04-16,771.65,1798.97,339.86,75.55,139.96,250.07,5.83,4852
