expense_id,restaurant_id,exp_date,bills,vendors,wage_advances,repairs,sundries,total_expense
5636,16,2024-06-09,682.36,158.85,846.4,353.49,60.04,2101.14
5637,16,2024-06-10,865.44,70.43,725.84,236.94,48.39,1947.04
5638,16,2024-06-11,953.19,50.81,566.57,1093.89,86.31,2750.77
5639,16,2024-06-12,42.19,146.83,715.79,1119.08,34.87,2058.76
5640,16,2024-06-13,502.33,157.08,347.12,1376.98,82.03,2465.54
5641,16,2024-06-14,364.44,119.61,798.42,1906.4,94.53,3283.4
5642,16,2024-06-15,363.1,128.03,970.1,289.07,82.01,1832.31
5643,16,2024-06-16,468.11,49.93,829.43,1684.93,60.99,3093.39
5644,16,2024-06-17,297.33,14.73,620.61,707.67,41.05,1681.39
5645,16,2024-06-18,42.81,91.5,118.08,752.77,87.16,1092.32
5646,16,2024-06-19,173.4,185.32,880.59,1200.47,15.74,2455.52
5647,16,2024-06-20,938.94,84.59,567.99,1038.37,64.91,2694.8
5648,16,2024-06-21,972.21,17.66,315.62,1713.38,16.11,3034.98
5649,16,2024-06-22,79.48,57.29,705.85,1405.61,86.82,2335.05
5650,16,2024-06-23,362.34,79.5,655.78,825.98,6.23,1929.83
5651,16,2024-06-24,256.11,126.9,855.22,1510.75,91.94,2840.92
5652,16,2024-06-25,624.11,14.49,735.16,1156.61,78.87,2609.24
5653,16,2024-06-26,146.72,178.84,59.29,1127.73,57.83,1570.41
5654,16,2024-06-27,224.25,136.34,955.91,414.83,52.24,1783.57
5655,16,2024-06-28,638.14,14.56,774.96,1409.9,3.1,2840.66
5656,16,2024-06-29,441.55,15.09,407.7,1312.12,63.13,2239.59
5657,16,2024-06-30,34.3,6.3,947.76,1831.15,69.99,2889.5
5658,16,2024-07-01,854.26,176.25,276.95,1561.16,48.58,2917.2
5659,16,2024-07-02,600.82,42.51,847.26,1575.37,58.96,3124.92
5660,16,2024-07-03,209.55,53.65,379.76,1197.86,59.46,1900.28
5661,16,2024-07-04,952.72,184.23,243.1,1667.2,88.16,3135.41
5662,16,2024-07-05,927.81,61.56,681.58,1185.57,92.54,2949.06
5663,16,2024-07-06,672.98,134.14,269.39,322.09,17.93,1416.53
5664,16,2024-07-07,198.93,100.9,977.57,1367.14,8.67,2653.21
5665,16,2024-07-08,164.73,170.06,421.33,657.39,51.53,1465.04
5666,16,2024-07-09,617.24,28.26,948.57,59.33,69.2,1722.6
5667,16,2024-07-10,703.58,68.36,769.04,1447.18,63.91,3052.07
5668,16,2024-07-11,608.66,11.08,126.9,1544.63,32.55,2323.82
5669,16,2024-07-12,576.39,174.76,298.51,100.73,97.03,1247.42
5670,16,2024-07-13,785.33,109.08,357.8,1232.15,9.77,2494.13
5671,16,2024-07-14,482.51,170.71,230.04,1166.93,87.54,2137.73
5672,16,2024-07-15,367.0,123.96,422.35,422.72,25.71,1361.74
5673,16,2024-07-16,155.63,79.61,405.58,1689.01,81.05,2410.88
5674,16,2024-07-17,333.62,106.68,150.87,433.27,87.92,1112.36
5675,16,2024-07-18,415.87,50.29,652.1,1987.66,98.03,3203.95
5676,16,2024-07-19,402.84,8.22,713.45,596.03,86.99,1807.53
5677,16,2024-07-20,860.69,167.26,852.14,891.74,83.66,2855.49
5678,16,2024-07-21,437.61,71.37,901.96,745.43,3.56,2159.93
5679,16,2024-07-22,768.32,161.05,609.03,1534.6,81.91,3154.91
5680,16,2024-07-23,598.36,116.56,656.27,1150.03,63.62,2584.84
5681,16,2024-07-24,742.87,146.57,282.92,1260.73,87.97,2521.06
5682,16,2024-07-25,792.71,188.44,635.77,7.42,34.72,1659.06
5683,16,2024-07-26,425.71,128.28,248.79,1439.18,92.32,2334.28
5684,16,2024-07-27,704.54,146.29,626.12,311.54,66.06,1854.55
5685,16,2024-07-28,374.19,154.62,490.87,1017.93,50.32,2087.93
5686,16,2024-07-29,111.24,80.02,792.83,678.56,39.76,1702.41
5687,16,2024-07-30,724.0,108.76,867.53,1228.94,16.53,2945.76
5688,16,2024-07-31,53.68,28.12,4.78,1352.27,10.44,1449.29
5689,16,2024-08-01,971.63,47.12,560.67,868.38,82.75,2530.55
5690,16,2024-08-02,927.14,104.14,104.17,968.56,61.89,2165.9
5691,16,2024-08-03,627.21,156.79,835.49,1445.02,10.04,3074.55
5692,16,2024-08-04,568.48,182.29,308.65,1366.54,12.8,2438.76
5693,16,2024-08-05,958.07,72.06,122.36,9.03,81.06,1242.58
5694,16,2024-08-06,15.26,35.97,78.29,972.89,66.94,1169.35
5695,16,2024-08-07,560.78,79.7,282.48,1200.07,20.01,2143.04
5696,16,2024-08-08,716.1,159.09,914.8,16.82,14.39,1821.2
5697,16,2024-08-09,28.44,2.7,300.77,1755.47,42.62,2130.0
5698,16,2024-08-10,186.33,24.53,667.06,496.19,23.57,1397.68
5699,16,2024-08-11,863.57,83.16,381.35,1072.05,32.49,2432.62
5700,16,2024-08-12,401.26,7.4,918.86,1028.95,20.12,2376.59
5701,16,2024-08-13,819.19,130.19,430.28,31.87,45.83,1457.36
5702,16,2024-08-14,521.79,54.3,366.33,1686.02,6.75,2635.19
5703,16,2024-08-15,550.02,128.79,238.52,1743.6,44.0,2704.93
5704,16,2024-08-16,414.74,29.15,246.12,574.55,99.88,1364.44
5705,16,2024-08-17,418.78,38.85,27.96,1320.19,98.47,1904.25
5706,16,2024-08-18,100.02,142.36,314.11,826.36,51.69,1434.54
5707,16,2024-08-19,869.76,145.37,583.98,326.11,45.65,1970.87
5708,16,2024-08-20,60.63,199.27,644.08,227.9,8.87,1140.75
5709,16,2024-08-21,983.71,192.44,959.08,776.36,25.82,2937.41
5710,16,2024-08-22,935.64,4.31,71.0,1775.46,74.15,2860.56
5711,16,2024-08-23,682.98,26.73,875.72,1301.04,44.71,2931.18
5712,16,2024-08-24,270.74,125.35,800.23,242.03,6.57,1444.92
5713,16,2024-08-25,910.85,138.27,452.45,726.93,31.92,2260.42
5714,16,2024-08-26,386.68,48.73,891.62,1530.21,11.34,2868.58
5715,16,2024-08-27,557.23,18.75,745.83,333.04,75.48,1730.33
5716,16,2024-08-28,746.49,139.28,549.33,324.33,79.27,1838.7
5717,16,2024-08-29,385.08,7.68,96.96,213.04,92.24,795.0
5718,16,2024-08-30,852.57,59.83,791.19,1824.16,54.93,3582.68
5719,16,2024-08-31,954.36,20.19,777.19,1599.85,12.63,3364.22
5720,16,2024-09-01,580.08,130.41,107.97,989.5,96.9,1904.86
5721,16,2024-09-02,308.9,79.54,209.75,798.92,42.91,1440.02
5722,16,2024-09-03,847.64,45.29,107.24,1367.32,27.01,2394.5
5723,16,2024-09-04,790.06,92.91,496.69,1627.15,18.8,3025.61
5724,16,2024-09-05,858.39,4.46,828.69,64.36,12.32,1768.22
5725,16,2024-09-06,453.82,103.38,520.69,1.42,46.17,1125.48
5726,16,2024-09-07,290.99,70.68,31.55,1395.04,32.34,1820.6
5727,16,2024-09-08,626.95,79.85,503.67,1709.25,95.4,3015.12
5728,16,2024-09-09,480.52,173.01,191.2,1190.14,35.17,2070.04
5729,16,2024-09-10,367.9,64.22,712.94,67.58,64.11,1276.75
5730,16,2024-09-11,945.48,2.47,897.6,1021.89,35.04,2902.48
5731,16,2024-09-12,341.18,28.26,53.07,647.57,73.19,1143.27
5732,16,2024-09-13,970.12,117.05,162.53,1269.49,6.4,2525.59
5733,16,2024-09-14,322.8,145.66,74.82,167.02,33.12,743.42
5734,16,2024-09-15,38.61,52.78,170.84,1015.41,69.08,1346.72
5735,16,2024-09-16,837.86,25.98,236.53,1645.15,77.14,2822.66
5736,16,2024-09-17,28.11,125.11,929.38,1164.74,60.99,2308.33
5737,16,2024-09-18,492.18,118.26,799.3,200.23,35.62,1645.59
5738,16,2024-09-19,114.87,3.14,24.7,1478.27,29.64,1650.62
5739,16,2024-09-20,348.28,59.91,804.89,1934.08,93.13,3240.29
5740,16,2024-09-21,171.41,46.72,47.75,1621.97,15.97,1903.82
5741,16,2024-09-22,403.0,126.83,243.75,1272.27,32.21,2078.06
5742,16,2024-09-23,260.05,121.54,612.07,1639.58,86.51,2719.75
5743,16,2024-09-24,328.76,1.77,433.13,1231.58,8.47,2003.71
5744,16,2024-09-25,74.12,184.03,114.67,362.98,85.21,821.01
5745,16,2024-09-26,82.29,15.52,351.48,313.02,64.91,827.22
5746,16,2024-09-27,230.27,82.94,876.46,1757.29,41.26,2988.22
5747,16,2024-09-28,552.5,46.87,988.77,155.6,83.75,1827.49
5748,16,2024-09-29,829.76,88.79,427.01,1488.52,61.62,2895.7
5749,16,2024-09-30,329.6,23.64,275.49,1344.8,34.33,2007.86
5750,16,2024-10-01,585.55,10.84,73.44,1429.93,95.99,2195.75
5751,16,2024-10-02,724.4,118.38,965.89,1069.41,24.08,2902.16
5752,16,2024-10-03,347.23,16.56,76.67,1980.68,90.11,2511.25
5753,16,2024-10-04,834.39,111.09,252.41,28.35,27.75,1253.99
5754,16,2024-10-05,708.35,26.85,496.15,301.44,88.94,1621.73
5755,16,2024-10-06,270.74,150.05,393.16,1202.2,88.61,2104.76
5756,16,2024-10-07,239.28,64.12,935.37,493.7,27.45,1759.92
5757,16,2024-10-08,901.09,159.36,655.4,1429.57,72.98,3218.4
5758,16,2024-10-09,216.69,42.84,76.54,658.97,63.79,1058.83
5759,16,2024-10-10,980.12,94.19,475.36,323.32,6.08,1879.07
5760,16,2024-10-11,151.23,167.6,972.66,1049.98,48.2,2389.67
5761,16,2024-10-12,376.2,11.6,203.96,70.1,2.02,663.88
5762,16,2024-10-13,25.08,159.67,231.79,71.86,26.89,515.29
5763,16,2024-10-14,353.88,183.89,356.99,593.68,28.67,1517.11
5764,16,2024-10-15,229.06,77.87,321.16,844.27,97.62,1569.98
5765,16,2024-10-16,640.44,128.18,38.71,348.84,44.35,1200.52
5766,16,2024-10-17,119.6,46.33,84.49,1483.31,53.73,1787.46
5767,16,2024-10-18,766.48,167.41,854.79,1281.92,49.9,3120.5
5768,16,2024-10-19,208.7,113.86,73.9,1695.9,80.31,2172.67
5769,16,2024-10-20,958.86,154.37,307.97,748.77,53.64,2223.61
5770,16,2024-10-21,914.45,53.73,222.81,1160.29,96.14,2447.42
5771,16,2024-10-22,700.02,72.85,826.76,496.04,79.91,2175.58
5772,16,2024-10-23,556.59,103.57,30.22,592.79,63.69,1346.86
5773,16,2024-10-24,938.44,101.68,695.09,42.29,20.28,1797.78
5774,16,2024-10-25,836.33,54.42,269.29,693.01,18.93,1871.98
5775,16,2024-10-26,853.79,78.1,407.56,531.06,18.53,1889.04
5776,16,2024-10-27,459.04,197.43,401.84,532.75,96.01,1687.07
5777,16,2024-10-28,917.13,112.93,679.41,260.16,58.31,2027.94
5778,16,2024-10-29,249.25,189.61,573.6,513.82,23.04,1549.32
5779,16,2024-10-30,616.51,89.0,926.16,1959.97,96.53,3688.17
5780,16,2024-10-31,328.94,199.51,745.94,1265.99,19.07,2559.45
5781,16,2024-11-01,190.75,80.21,428.6,1596.74,17.92,2314.22
5782,16,2024-11-02,895.03,152.35,860.23,1767.32,70.52,3745.45
5783,16,2024-11-03,694.93,60.82,183.4,1813.78,84.82,2837.75
5784,16,2024-11-04,93.47,73.12,94.87,1445.75,79.47,1786.68
5785,16,2024-11-05,944.31,152.48,300.84,653.93,58.41,2109.97
5786,16,2024-11-06,718.0,109.92,610.99,1097.88,93.77,2630.56
5787,16,2024-11-07,378.34,138.05,638.4,981.61,7.95,2144.35
5788,16,2024-11-08,4.56,140.04,661.71,840.21,67.58,1714.1
5789,16,2024-11-09,861.99,15.03,930.4,1026.28,20.44,2854.14
5790,16,2024-11-10,549.09,190.03,821.76,566.03,89.22,2216.13
5791,16,2024-11-11,801.97,33.54,48.82,187.29,66.58,1138.2
5792,16,2024-11-12,98.84,99.41,858.01,280.24,83.97,1420.47
5793,16,2024-11-13,83.92,44.68,839.59,1427.94,55.92,2452.05
5794,16,2024-11-14,59.38,166.87,760.3,917.98,62.68,1967.21
5795,16,2024-11-15,737.78,111.1,17.14,1980.03,14.02,2860.07
5796,16,2024-11-16,430.28,170.75,822.34,340.63,68.39,1832.39
5797,16,2024-11-17,724.6,119.49,633.94,882.8,59.83,2420.66
5798,16,2024-11-18,243.77,183.51,820.42,200.55,8.56,1456.81
5799,16,2024-11-19,545.07,89.37,834.46,199.57,38.23,1706.7
5800,16,2024-11-20,592.9,48.89,905.45,1.64,1.78,1550.66
5801,16,2024-11-21,878.26,120.72,584.43,866.83,44.31,2494.55
5802,16,2024-11-22,350.52,119.05,691.5,221.72,1.74,1384.53
5803,16,2024-11-23,181.92,61.3,339.92,1959.03,40.01,2582.18
5804,16,2024-11-24,264.2,149.87,865.44,1648.6,49.4,2977.51
5805,16,2024-11-25,563.62,29.71,125.05,622.12,57.22,1397.72
5806,16,2024-11-26,704.99,179.65,763.22,899.8,47.71,2595.37
5807,16,2024-11-27,84.59,152.79,161.32,1081.06,6.08,1485.84
5808,16,2024-11-28,920.3,48.21,934.58,713.11,89.33,2705.53
5809,16,2024-11-29,759.26,75.19,206.9,1491.29,90.44,2623.08
5810,16,2024-11-30,911.94,71.19,607.49,143.07,59.35,1793.04
5811,16,2024-12-01,568.79,72.25,498.32,1701.43,17.57,2858.36
5812,16,2024-12-02,119.92,187.14,784.21,323.53,15.51,1430.31
5813,16,2024-12-03,658.99,98.46,517.99,63.6,41.53,1380.57
5814,16,2024-12-04,359.23,12.69,398.47,227.91,1.17,999.47
5815,16,2024-12-05,184.11,130.62,910.55,882.2,37.08,2144.56
5816,16,2024-12-06,65.24,33.11,647.81,434.34,84.19,1264.69
5817,16,2024-12-07,491.12,122.61,522.64,73.05,73.48,1282.9
5818,16,2024-12-08,744.7,59.19,546.51,325.3,64.51,1740.21
5819,16,2024-12-09,474.55,75.73,579.43,1472.87,92.46,2695.04
5820,16,2024-12-10,925.91,70.65,41.65,855.32,90.24,1983.77
5821,16,2024-12-11,6.18,186.85,861.91,1310.59,25.35,2390.88
5822,16,2024-12-12,806.15,108.78,457.65,1065.83,52.45,2490.86
5823,16,2024-12-13,882.02,170.66,434.12,1499.97,56.55,3043.32
5824,16,2024-12-14,29.6,95.36,609.5,216.92,27.83,979.21
5825,16,2024-12-15,65.14,133.23,526.78,402.38,23.81,1151.34
5826,16,2024-12-16,248.57,31.55,672.04,1188.72,46.27,2187.15
5827,16,2024-12-17,456.38,104.17,18.01,1992.45,42.63,2613.64
5828,16,2024-12-18,98.9,2.14,751.04,1273.92,32.71,2158.71
5829,16,2024-12-19,461.04,127.96,624.71,1347.12,88.33,2649.16
5830,16,2024-12-20,254.27,161.81,488.23,283.35,85.38,1273.04
5831,16,2024-12-21,432.94,30.45,456.89,1549.14,59.44,2528.86
5832,16,2024-12-22,151.19,157.75,122.73,150.26,33.42,615.35
5833,16,2024-12-23,62.98,60.22,428.22,1500.81,20.86,2073.09
5834,16,2024-12-24,710.3,88.91,450.39,321.66,37.53,1608.79
5835,16,2024-12-25,720.65,145.85,834.66,747.45,59.75,2508.36
5836,16,2024-12-26,772.74,84.0,594.69,1766.43,74.8,3292.66
5837,16,2024-12-27,145.44,188.11,350.57,276.81,61.88,1022.81
5838,16,2024-12-28,102.79,14.79,953.11,1206.25,49.2,2326.14
5839,16,2024-12-29,717.49,142.14,916.14,10.58,72.78,1859.13
5840,16,2024-12-30,270.8,73.88,837.26,1654.57,32.26,2868.77
5841,17,2024-01-01,209.77,152.41,12.93,1377.48,20.86,1773.45
5842,17,2024-01-02,498.93,45.86,182.46,682.75,80.37,1490.37
5843,17,2024-01-03,679.75,80.39,252.31,1659.71,15.89,2688.05
5844,17,2024-01-04,920.87,107.04,468.19,1809.47,56.77,3362.34
5845,17,2024-01-05,69.62,1.02,569.05,1613.28,2.67,2255.64
5846,17,2024-01-06,224.63,192.87,358.77,1670.95,95.93,2543.15
5847,17,2024-01-07,850.43,65.01,954.14,478.18,6.76,2354.52
5848,17,2024-01-08,70.49,157.78,663.52,866.23,48.88,1806.9
5849,17,2024-01-09,511.09,157.72,340.15,922.0,43.31,1974.27
5850,17,2024-01-10,160.57,56.86,7.66,1856.21,86.68,2167.98
5851,17,2024-01-11,212.16,39.87,896.23,1543.06,54.08,2745.4
5852,17,2024-01-12,564.06,58.26,697.8,146.18,20.55,1486.85
5853,17,2024-01-13,357.09,47.07,399.12,1511.68,64.08,2379.04
5854,17,2024-01-14,625.33,98.24,507.26,674.82,17.94,1923.59
5855,17,2024-01-15,370.78,198.15,305.51,892.44,33.1,1799.98
5856,17,2024-01-16,432.44,131.42,529.92,1337.22,59.98,2490.98
5857,17,2024-01-17,653.76,181.18,226.37,1692.32,39.61,2793.24
5858,17,2024-01-18,786.46,84.0,651.94,565.74,74.11,2162.25
5859,17,2024-01-19,771.3,95.17,617.04,202.53,32.45,1718.49
5860,17,2024-01-20,915.66,95.63,484.71,1543.54,8.87,3048.41
5861,17,2024-01-21,690.61,151.45,397.99,907.61,97.1,2244.76
5862,17,2024-01-22,682.95,4.34,340.87,408.99,68.03,1505.18
5863,17,2024-01-23,28.81,67.61,689.91,229.41,28.15,1043.89
5864,17,2024-01-24,162.07,130.27,646.05,1218.24,46.37,2203.0
5865,17,2024-01-25,916.82,36.26,431.29,530.11,28.98,1943.46
5866,17,2024-01-26,725.73,46.12,39.59,244.77,5.01,1061.22
5867,17,2024-01-27,319.27,35.32,971.68,479.43,89.28,1894.98
5868,17,2024-01-28,654.33,131.63,611.34,512.52,19.44,1929.26
5869,17,2024-01-29,384.81,173.14,679.61,219.14,9.71,1466.41
5870,17,2024-01-30,778.27,30.56,63.31,1951.26,81.13,2904.53
5871,17,2024-01-31,975.85,80.58,74.01,1154.12,75.36,2359.92
5872,17,2024-02-01,266.24,105.13,298.46,312.85,99.15,1081.83
5873,17,2024-02-02,102.16,71.08,210.59,1230.0,64.45,1678.28
5874,17,2024-02-03,487.22,1.65,704.16,1441.72,41.2,2675.95
5875,17,2024-02-04,761.26,180.81,747.05,1991.93,69.57,3750.62
5876,17,2024-02-05,684.97,38.72,206.47,238.54,32.37,1201.07
5877,17,2024-02-06,747.7,129.45,528.73,492.85,29.99,1928.72
5878,17,2024-02-07,601.84,79.49,319.54,1402.04,26.69,2429.6
5879,17,2024-02-08,178.28,177.38,777.96,177.42,88.91,1399.95
5880,17,2024-02-09,441.59,18.01,384.88,1471.24,36.7,2352.42
5881,17,2024-02-10,707.44,7.45,513.69,1896.81,31.5,3156.89
5882,17,2024-02-11,598.79,90.81,926.27,843.58,1.81,2461.26
5883,17,2024-02-12,970.57,169.68,430.82,88.58,95.77,1755.42
5884,17,2024-02-13,397.42,120.03,361.14,782.32,87.47,1748.38
5885,17,2024-02-14,463.04,157.0,92.95,1952.91,67.36,2733.26
5886,17,2024-02-15,73.2,115.15,890.77,885.27,42.23,2006.62
5887,17,2024-02-16,839.28,135.07,460.48,462.21,91.0,1988.04
5888,17,2024-02-17,328.55,49.15,768.33,1062.82,47.99,2256.84
5889,17,2024-02-18,765.35,72.21,574.06,104.14,39.6,1555.36
5890,17,2024-02-19,124.05,114.99,897.01,765.39,23.68,1925.12
5891,17,2024-02-20,543.77,78.96,84.97,992.02,52.86,1752.58
5892,17,2024-02-21,410.0,23.26,474.43,1669.72,78.9,2656.31
5893,17,2024-02-22,198.73,121.92,46.36,844.64,63.61,1275.26
5894,17,2024-02-23,179.7,95.81,348.39,1179.35,71.61,1874.86
5895,17,2024-02-24,813.58,121.02,202.69,1886.85,74.33,3098.47
5896,17,2024-02-25,75.23,84.55,806.91,426.96,91.01,1484.66
5897,17,2024-02-26,296.72,0.66,580.41,403.92,4.85,1286.56
5898,17,2024-02-27,839.96,81.22,71.31,21.26,98.73,1112.48
5899,17,2024-02-28,565.83,73.35,641.57,1613.32,81.13,2975.2
5900,17,2024-02-29,311.68,58.65,422.0,1321.21,72.38,2185.92
5901,17,2024-03-01,250.17,134.42,17.46,1993.72,58.47,2454.24
5902,17,2024-03-02,178.04,12.41,736.54,1291.48,72.42,2290.89
5903,17,2024-03-03,271.27,195.88,864.88,1332.79,29.1,2693.92
5904,17,2024-03-04,228.67,50.33,868.99,1757.77,77.61,2983.37
5905,17,2024-03-05,804.63,90.02,644.36,1127.93,91.87,2758.81
5906,17,2024-03-06,426.06,109.19,904.81,377.87,80.86,1898.79
5907,17,2024-03-07,99.13,172.81,411.31,1896.46,56.07,2635.78
5908,17,2024-03-08,9.39,170.38,659.32,1685.99,40.84,2565.92
5909,17,2024-03-09,806.5,92.8,978.52,156.92,46.06,2080.8
5910,17,2024-03-10,239.14,185.74,181.64,769.1,6.01,1381.63
5911,17,2024-03-11,480.56,134.65,30.08,307.28,3.25,955.82
5912,17,2024-03-12,712.98,191.71,498.85,1050.98,72.47,2526.99
5913,17,2024-03-13,593.68,20.43,133.74,920.07,11.5,1679.42
5914,17,2024-03-14,194.05,32.19,368.95,694.6,69.73,1359.52
5915,17,2024-03-15,774.39,100.22,29.7,1364.45,75.99,2344.75
5916,17,2024-03-16,832.04,30.9,131.41,1186.06,2.87,2183.28
5917,17,2024-03-17,764.32,115.21,391.79,1860.11,62.82,3194.25
5918,17,2024-03-18,859.2,189.2,238.48,290.21,77.39,1654.48
5919,17,2024-03-19,313.04,5.68,549.07,516.81,17.55,1402.15
5920,17,2024-03-20,896.55,188.55,742.0,1793.33,88.52,3708.95
5921,17,2024-03-21,279.86,179.63,790.91,1705.19,52.06,3007.65
5922,17,2024-03-22,150.11,118.8,711.01,1482.15,30.0,2492.07
5923,17,2024-03-23,136.55,33.59,437.52,715.03,63.6,1386.29
5924,17,2024-03-24,343.62,168.54,644.89,416.85,61.14,1635.04
5925,17,2024-03-25,109.94,9.04,84.59,121.31,28.53,353.41
5926,17,2024-03-26,704.81,133.68,499.16,903.23,91.02,2331.9
5927,17,2024-03-27,511.68,113.94,104.03,283.67,78.44,1091.76
5928,17,2024-03-28,506.4,184.78,612.8,349.35,95.41,1748.74
5929,17,2024-03-29,12.72,93.58,335.42,1938.62,47.86,2428.2
5930,17,2024-03-30,996.39,155.8,285.58,1569.42,45.79,3052.98
5931,17,2024-03-31,48.45,197.92,652.52,1286.25,15.43,2200.57
5932,17,2024-04-01,715.25,64.87,958.66,939.28,35.42,2713.48
5933,17,2024-04-02,54.18,55.44,391.79,1906.21,45.93,2453.55
5934,17,2024-04-03,360.54,142.17,930.28,316.93,30.97,1780.89
5935,17,2024-04-04,411.52,47.44,311.94,1977.34,69.13,2817.37
5936,17,2024-04-05,63.5,85.27,690.94,573.5,28.9,1442.11
5937,17,2024-04-06,723.79,109.31,44.66,700.63,55.56,1633.95
5938,17,2024-04-07,900.89,71.63,294.39,1275.64,79.13,2621.68
5939,17,2024-04-08,653.92,24.06,570.2,730.71,15.8,1994.69
5940,17,2024-04-09,691.86,169.59,138.07,1176.54,98.85,2274.91
5941,17,2024-04-10,745.49,22.96,20.0,904.01,65.39,1757.85
5942,17,2024-04-11,747.09,192.92,180.86,464.8,82.6,1668.27
5943,17,2024-04-12,372.04,169.66,33.76,729.4,72.4,1377.26
5944,17,2024-04-13,520.97,60.97,739.57,249.5,11.91,1582.92
5945,17,2024-04-14,939.62,41.27,857.4,1420.59,57.69,3316.57
5946,17,2024-04-15,774.56,136.05,962.72,1474.7,83.48,3431.51
5947,17,2024-04-16,120.49,90.89,685.3,1121.3,28.2,2046.18
5948,17,2024-04-17,741.18,55.16,487.83,1107.92,19.03,2411.12
5949,17,2024-04-18,60.31,2.61,104.33,804.53,40.53,1012.31
5950,17,2024-04-19,180.55,198.11,73.73,1701.54,91.62,2245.55
5951,17,2024-04-20,350.01,22.29,94.89,746.78,25.12,1239.09
5952,17,2024-04-21,997.17,35.08,785.9,541.91,96.13,2456.19
5953,17,2024-04-22,812.18,181.28,782.95,380.86,19.84,2177.11
5954,17,2024-04-23,967.15,107.95,285.23,1650.12,84.07,3094.52
5955,17,2024-04-24,988.49,89.77,743.42,440.23,60.76,2322.67
5956,17,2024-04-25,514.39,135.43,441.38,1632.36,5.44,2729.0
5957,17,2024-04-26,336.81,154.79,630.38,1652.37,13.79,2788.14
5958,17,2024-04-27,828.35,89.17,726.07,1697.23,57.29,3398.11
5959,17,2024-04-28,537.81,5.78,483.59,639.78,70.94,1737.9
5960,17,2024-04-29,997.07,77.36,215.78,223.64,4.67,1518.52
5961,17,2024-04-30,223.84,89.6,891.17,19.65,42.38,1266.64
5962,17,2024-05-01,185.6,142.98,843.79,62.25,40.93,1275.55
5963,17,2024-05-02,151.04,160.15,761.49,1565.23,28.09,2666.0
5964,17,2024-05-03,855.82,77.96,236.72,50.9,90.62,1312.02
5965,17,2024-05-04,367.22,192.04,85.71,889.9,47.93,1582.8
5966,17,2024-05-05,678.7,144.42,844.18,624.1,57.82,2349.22
5967,17,2024-05-06,849.27,116.45,596.77,68.5,4.14,1635.13
5968,17,2024-05-07,819.21,128.37,839.81,1731.47,11.04,3529.9
5969,17,2024-05-08,761.22,159.0,352.73,43.52,60.81,1377.28
5970,17,2024-05-09,711.67,12.5,103.17,60.94,63.41,951.69
5971,17,2024-05-10,638.23,158.9,789.16,820.55,74.78,2481.62
5972,17,2024-05-11,131.76,45.07,513.89,1943.03,21.58,2655.33
5973,17,2024-05-12,534.67,129.86,691.94,1724.7,21.32,3102.49
5974,17,2024-05-13,507.65,88.94,619.2,1586.8,46.85,2849.44
5975,17,2024-05-14,500.67,14.29,824.03,1747.68,6.16,3092.83
5976,17,2024-05-15,332.02,12.51,852.87,1358.31,89.87,2645.58
5977,17,2024-05-16,79.02,134.69,523.34,145.11,33.12,915.28
5978,17,2024-05-17,990.27,144.41,609.03,433.62,96.44,2273.77
5979,17,2024-05-18,422.03,179.74,181.81,109.2,77.04,969.82
5980,17,2024-05-19,270.03,142.89,723.47,367.46,5.59,1509.44
5981,17,2024-05-20,914.66,36.64,602.17,1195.81,36.55,2785.83
5982,17,2024-05-21,968.21,126.26,955.48,235.12,63.9,2348.97
5983,17,2024-05-22,671.49,138.79,881.36,242.73,80.31,2014.68
5984,17,2024-05-23,148.2,87.9,173.28,1774.54,94.61,2278.53
5985,17,2024-05-24,47.89,48.07,721.75,1550.52,3.26,2371.49
5986,17,2024-05-25,700.17,88.64,891.45,1575.67,6.95,3262.88
5987,17,2024-05-26,255.75,141.46,70.24,1851.38,42.1,2360.93
5988,17,2024-05-27,430.57,140.19,675.15,67.02,3.62,1316.55
5989,17,2024-05-28,651.16,191.99,897.43,75.68,13.89,1830.15
5990,17,2024-05-29,308.43,54.54,491.12,374.03,47.25,1275.37
5991,17,2024-05-30,919.14,140.3,614.18,1607.61,93.79,3375.02
5992,17,2024-05-31,306.29,17.15,858.33,193.91,33.94,1409.62
5993,17,2024-06-01,683.97,60.45,306.26,1007.82,1.82,2060.32
5994,17,2024-06-02,25.85,14.58,848.4,39.17,28.14,956.14
5995,17,2024-06-03,353.16,105.63,480.93,387.34,3.88,1330.94
5996,17,2024-06-04,833.49,183.75,598.17,5.21,93.21,1713.83
5997,17,2024-06-05,263.58,185.4,584.43,960.86,75.82,2070.09
5998,17,2024-06-06,22.61,41.7,905.61,1488.81,94.85,2553.58
5999,17,2024-06-07,435.38,125.69,302.44,1793.13,36.86,2693.5
6000,17,2024-06-08,105.54,154.46,37.03,1705.37,13.13,2015.53
6001,17,2024-06-09,203.46,53.18,183.69,1092.7,19.22,1552.25
6002,17,2024-06-10,238.45,137.13,914.6,888.56,95.36,2274.1
6003,17,2024-06-11,503.91,165.79,464.5,344.47,30.35,1509.02
6004,17,2024-06-12,324.09,162.27,268.41,1133.67,68.58,1957.02
6005,17,2024-06-13,923.46,167.66,965.53,950.34,97.21,3104.2
6006,17,2024-06-14,839.22,1.78,100.94,1001.12,26.08,1969.14
6007,17,2024-06-15,898.36,88.55,58.48,1029.95,58.97,2134.31
